store_id,store_name,city,region,store_type,opening_date,manager_name,floor_area,monthly_rent,employee_count,store_rating
ST00032,Readers Point Center - Narayanganj,Dhaka,Dhaka,Standard,2022-01-23 11:45:00,Mahin Roy,4046.85,54797.54,9,4.311883755053946
ST00033,Pages Cafe Store - Brahmanbaria,Bandarban,Chattogram,Flagship,2023-11-04 15:54:00,Hasan Amin,3750.48,160279.61,48,4.72
ST00034,Pages Cafe Outlet - Khagrachari,Dhaka,Dhaka,Standard,2018-02-13 13:08:00,Fahim Rahman,1010.67,193035.27,34,2.98
ST00035,Literary World Branch - Khagrachari,Dhaka,Dhaka,Mini,2021-07-16 20:02:00,Rahim Hossain,2842.84,215869.66,6,4.18
ST00036,Book Valley Outlet - Rangamati,Dhaka,Dhaka,Flagship,2022-11-20 02:15:00,Ayesha Miah,3825.21,89883.63,25,3.61
ST00037,Novel Nest Store - Narsingdi,Bandarban,Chattogram,Standard,2021-03-06 15:07:00,Rumana Sarker,858.47,22971.53,10,4.99
ST00038,Novel Nest Store - Khagrachari,Dhaka,Dhaka,Flagship,2024-03-10 19:03:00,Mim Hossain,1024.19,157867.83,58,3.92
ST00039,Literary World Outlet - Madaripur,Dhaka,Dhaka,Online Hub,2018-02-22 06:23:00,Mim Karim,5963.5,68055.6,36,4.01
ST00040,Novel Nest Center - Noakhali,Dhaka,Dhaka,Online Hub,2020-02-09 09:54:00,Tanjim Roy,2260.51,198510.34,48,4.82
ST00041,Literary World Center - Faridpur,Chandpur,Chattogram,Standard,2025-07-23 22:56:00,Sifat Bhuiyan,2358.5,174772.2,23,4.93
ST00042,Readers Point Center - Gazipur,Dhaka,Dhaka,Mini,2021-08-18 19:36:00,Jannat Khan,1808.56,196698.91,10,4.08
ST00043,Bookhub Center - Madaripur,Dhaka,Dhaka,Flagship,2018-08-18 17:42:00,Sifat Bhuiyan,4017.71,242369.83,15,4.55
ST00044,Book Valley Outlet - Narsingdi,Khagrachari,Chattogram,Online Hub,2018-01-18 06:05:00,Karim Uddin,3049.22,152368.64,26,4.2
ST00045,Rokomari Outlet - Bandarban,Feni,Chattogram,Mini,2022-05-04 03:14:00,Mahin Sheikh,4826.41,227513.68,46,3.74
ST00046,Literary World Outlet - Dhaka,Dhaka,Dhaka,Flagship,2025-05-17 05:50:00,Tanvir Das,3269.97,165844.94,26,2.93
ST00047,Novel Nest Store - Lakshmipur,Dhaka,Dhaka,Mall Outlet,2017-06-11 13:19:00,Mahin Amin,486.33,57709.92,55,4.38
ST00048,Pages Cafe Center - Gopalganj,Dhaka,Dhaka,Flagship,2017-12-26 22:35:00,Hasan Sarker,3103.05,202837.42,23,4.34
ST00049,Novel Nest Branch - Shariatpur,Brahmanbaria,Chattogram,Mini,2020-05-17 23:42:00,Sami Uddin,709.05,178019.18,15,3.06
ST00050,Story House Center - Khagrachari,Dhaka,Dhaka,Flagship,2018-11-16 17:27:00,Farhan Sheikh,5030.0,244815.85,30,3.31
ST00051,Readers Point Branch - Dhaka,Lakshmipur,Chattogram,Mini,2018-02-02 20:40:00,Jannat Bhuiyan,1036.49,72206.52,8,4.41
ST00052,Bookhub Branch - Rajbari,Cox's Bazar,Chattogram,Flagship,2019-09-08 19:12:00,Karim Nahar,1614.94,93284.5,40,3.13
ST00053,Rokomari Branch - Rajbari,Rajbari,Dhaka,Flagship,2022-10-14 05:55:00,Hasan Mollik,2975.81,208050.39,7,4.32
ST00054,Book Valley Center - Faridpur,Dhaka,Dhaka,Standard,2024-06-06 13:07:00,Tanjim Sheikh,1493.03,29779.06,39,4.38
ST00055,Novel Nest Center - Narayanganj,Khagrachari,Chattogram,Mall Outlet,2019-10-04 19:11:00,Mim Chowdhury,3419.63,163801.94,24,3.58
ST00056,Readers Point Store - Shariatpur,Chandpur,Chattogram,Standard,2023-04-22 08:31:00,Sadia Hossain,2979.91,140836.87,22,3.37
ST00057,Bookhub Outlet - Faridpur, Cumilla ,,Mini,2024-05-28 20:31:00,Tanjim Uddin,5734.13,54673.14,37,3.62
ST00058,Bookhub Outlet - Madaripur,Dhaka,Dhaka,Standard,2017-01-24 01:11:00,Nafis Karim,894.89,53803.6,42,3.59
ST00059,Pages Cafe Branch - Brahmanbaria,Brahmanbaria,Chattogram,Online Hub,2024-09-03 09:36:00,Tamim Roy,3629.7,205396.44,55,4.14
ST00060,Rokomari Branch - Rangamati, Cumilla ,,Standard,2018-08-27 04:23:00,Raisa Sarker,4434.24,18629.61,18,4.44
ST00061,Rokomari Outlet - Tangail,Noakhali,Chattogram,Standard,2023-03-02 02:07:00,Muntasir Talukder,1114.71,190507.74,49,4.7
ST00062,Pages Cafe Outlet - Gopalganj,Rajbari,Dhaka,Mall Outlet,2023-10-01 23:55:00,Shuvo Islam,3964.19,187176.8,50,2.87
ST00063,Readers Point Store - Brahmanbaria,Munshiganj,Dhaka,Standard,2024-08-09 15:23:00,Nusrat Hossain,5239.74,167674.79,59,4.4
ST00064,Novel Nest Center - Cox'S Bazar,Madaripur,Dhaka,Standard,2020-08-20 00:00:00,Sakib Khan,4810.31,111236.65,57,3.49
ST00065,Readers Point Center - Bandarban,Brahmanbaria,Chattogram,Online Hub,2022-12-08 04:05:00,Nusrat Ahmed,5636.96,21655.36,47,4.65
ST00066,Story House Center - Narsingdi,Lakshmipur,Chattogram,Standard,2017-03-28 03:18:00,Nayeem Nahar,4435.28,203417.52,19,2.97
ST00067,Rokomari Store - Rajbari,Rajbari,Dhaka,Standard,2021-01-08 13:43:00,Sadia Sarker,2606.33,44541.19,42,4.01
ST00068,Story House Center - Dhaka,Dhaka,Dhaka,Standard,2025-09-03 10:20:00,Mahin Hossain,5554.53,80985.06,47,4.01
ST00069,Book Valley Outlet - Madaripur,Dhaka,Dhaka,Online Hub,2018-06-05 22:17:00,Mahin Talukder,1662.0,237493.99,18,3.52
ST00070,Pages Cafe Center - Gazipur,Shariatpur,Dhaka,Mall Outlet,2018-05-12 22:49:00,Adib Sarker,3668.73,85937.34,49,4.93
ST00071,Literary World Store - Gazipur,Feni,Chattogram,Mini,2023-04-20 14:57:00,Tanjim Miah,4687.68,74957.7,42,3.04
ST00072,Rokomari Branch - Comilla,Dhaka,Dhaka,Mini,2021-08-05 09:26:00,Nusrat Sarker,5284.77,243742.08,30,3.1
ST00073,Story House Store - Dhaka,Kishoreganj,Dhaka,Standard,2021-02-03 22:48:00,Nafis Ahmed,5532.64,35194.07,51,4.22
ST00074,Readers Point Branch - Narayanganj,Noakhali,Chattogram,Flagship,2019-03-27 23:12:00,Mim Jahan,875.86,52762.24,7,3.93
ST00075,Pages Cafe Center - Lakshmipur,Munshiganj,Dhaka,Flagship,2018-07-17 19:06:00,Sadia Khan,4465.93,118004.62,27,3.38
ST00076,Story House Branch - Madaripur,Dhaka,Dhaka,Flagship,2023-08-21 07:46:00,Hasan Chowdhury,1542.98,200103.19,47,3.47
ST00077,Pages Cafe Outlet - Narayanganj,Gazipur,Dhaka,Flagship,2020-03-21 14:20:00,Mahin Hossain,4763.07,222824.35,4,3.15
ST00078,Literary World Center - Noakhali,Kishoreganj,Dhaka,Mini,2023-12-28 07:43:00,Nusrat Sarker,4323.86,192574.39,25,4.71
ST00079,Book Valley Outlet - Kishoreganj,Dhaka,Dhaka,Flagship,2020-12-27 19:29:00,Tanjim Hossain,1415.57,244401.13,31,4.05
ST00080,Readers Point Store - Rangamati,Tangail,Dhaka,Flagship,2020-07-29 06:23:00,Nabil Sarker,5063.85,18958.84,14,3.34
ST00081,Readers Point Branch - Dhaka,Rajbari,Dhaka,Standard,2019-01-27 04:20:00,Farhan Chowdhury,2986.02,160584.04,53,3.67
ST00082,Rokomari Center - Brahmanbaria,Tangail,Dhaka,Standard,2022-12-04 15:58:00,Ayesha Islam,3445.59,42341.36,38,4.79
ST00083,Book Valley Branch - Rajbari,Shariatpur,Dhaka,Flagship,2019-07-25 08:20:00,Karim Mollik,5839.86,228935.24,17,4.75
ST00084,Bookhub Outlet - Brahmanbaria,Dhaka,Dhaka,Flagship,2025-03-07 05:10:00,Muntasir Sarker,4077.1,234797.19,27,2.95
ST00085,Pages Cafe Center - Manikganj,Dhaka,Dhaka,Standard,2020-09-03 18:46:00,Mim Islam,3695.95,133516.32790113767,8,4.24
ST00086,Literary World Outlet - Narsingdi,Dhaka,Dhaka,Standard,2024-05-01 11:06:00,Raisa Talukder,493.87,209511.51,7,3.14
ST00087,Bookhub Center - Rangamati,Dhaka,Dhaka,Mini,2021-03-25 06:13:00,Rumana Khan,1515.6,163114.76,45,3.26
ST00088,Book Valley Center - Feni,Chandpur,Chattogram,Online Hub,2020-09-25 08:29:00,Rahim Amin,548.77,38614.86,59,4.7
ST00089,Rokomari Store - Madaripur,Dhaka,Dhaka,Mini,2021-01-29 04:38:00,Jannat Islam,2266.55,156650.52,18,4.77
ST00090,Book Valley Store - Lakshmipur,Bandarban,Chattogram,Mini,2020-12-21 16:34:00,Hasan Roy,2329.25,244373.4,16,2.98
ST00091,Readers Point Store - Brahmanbaria,Dhaka,Dhaka,Mall Outlet,2021-04-23 22:16:00,Sifat Sheikh,3369.85,87402.1,41,4.72
ST00092,Bookhub Branch - Noakhali,Dhaka,Dhaka,Standard,2024-12-24 06:46:00,Hasan Hossain,4262.7,15268.08,31,4.4
ST00093,Novel Nest Store - Narsingdi,Dhaka,Dhaka,Mini,2023-04-30 07:32:00,Sami Chowdhury,1404.33,244546.04,10,4.51
ST00094,Pages Cafe Store - Dhaka,Munshiganj,Dhaka,Standard,2017-04-23 22:46:00,Arif Bhuiyan,3769.26,112286.1,40,4.54
ST00095,Novel Nest Center - Chandpur,Tangail,Dhaka,Standard,2017-07-11 07:45:00,Nayeem Karim,5535.07,116269.2,14,3.92
ST00096,Readers Point Store - Comilla, Cumilla ,,Standard,2017-03-16 23:00:00,Farhan Miah,1436.04,182463.85,8,4.88
ST00097,Rokomari Center - Khagrachari,Dhaka,Dhaka,Flagship,2023-03-21 08:40:00,Tanvir Bhuiyan,4090.89,157030.57,28,3.24
ST00098,Rokomari Center - Madaripur,Shariatpur,Dhaka,Mini,2018-11-08 05:50:00,Rafi Hossain,655.3,85966.85,44,3.91
ST00099,Literary World Store - Shariatpur,Chittagong,Chattogram,Flagship,2020-06-20 00:58:00,Nusrat Bhuiyan,3374.43,38494.8,32,3.5
ST00100,Rokomari Branch - Comilla,Faridpur,Dhaka,Mini,2024-06-12 13:33:00,Tasnima Rahman,4552.62,209430.19,39,4.61
ST00101,Novel Nest Outlet - Noakhali,Dhaka,Dhaka,Online Hub,2018-03-10 01:28:00,Sakib Bhuiyan,590.63,128593.64,15,2.98
ST00102,Readers Point Branch - Tangail,Dhaka,Dhaka,Standard,2018-05-19 11:00:00,Sadia Islam,2268.53,173031.46,30,3.75
ST00103,Novel Nest Outlet - Rangamati,Dhaka,Dhaka,Flagship,2017-09-19 00:57:00,Nabil Talukder,5316.56,217218.6,43,4.5
ST00104,Book Valley Outlet - Chittagong,Khagrachari,Chattogram,Standard,2019-07-27 10:15:00,Rahim Chowdhury,1662.69,19164.76,32,3.49
ST00105,Readers Point Branch - Khagrachari,Gopalganj,Dhaka,Standard,2017-10-22 11:12:00,Tanvir Jahan,4448.1,216955.54,15,3.33
ST00106,Pages Cafe Center - Comilla,Narayanganj,Dhaka,Mall Outlet,2022-08-30 02:52:00,Nabil Nahar,3828.53,191671.89,57,3.38
ST00107,Rokomari Center - Narayanganj,Chittagong,Chattogram,Mini,2023-08-19 00:40:00,Ayesha Patwary,1316.65,237503.11,5,4.37
ST00108,Literary World Outlet - Cox'S Bazar,Gopalganj,Dhaka,Mini,2018-08-29 10:07:00,Sakib Karim,4553.56,69893.84,54,3.43
ST00109,Bookhub Branch - Narsingdi,Tangail,Dhaka,Standard,2021-09-19 22:18:00,Nafis Roy,3379.65,90769.25,44,3.69
ST00110,Rokomari Branch - Chandpur,Dhaka,Dhaka,Mini,2019-09-24 00:58:00,Rumana Jahan,1027.34,170447.5,8,4.28590569051646
ST00111,Story House Center - Munshiganj,Manikganj,Dhaka,Mini,2017-09-21 19:25:00,Rumana Ahmed,5716.48,232561.35,16,4.87
ST00112,Story House Outlet - Kishoreganj,Dhaka,Dhaka,Flagship,2021-03-15 06:36:00,Ayesha Sheikh,3154.99,248277.3,23,4.55
ST00113,Story House Center - Narayanganj,Dhaka,Dhaka,Standard,2023-04-11 06:10:00,Rumana Bhuiyan,4572.45,112933.35,57,3.21
ST00114,Book Valley Center - Madaripur,Dhaka,Dhaka,Flagship,2019-01-20 13:36:00,Tanjim Das,1619.12,141718.97,31,4.74
ST00115,Rokomari Center - Faridpur,Brahmanbaria,Chattogram,Standard,2024-02-03 16:52:00,Jannat Das,1168.23,178585.05063833922,16,4.66
ST00116,Book Valley Outlet - Madaripur,Bandarban,Chattogram,Online Hub,2025-12-06 01:42:00,Raisa Amin,4551.32,178084.21,55,4.44
ST00117,Literary World Outlet - Narsingdi,Chandpur,Chattogram,Mini,2017-07-04 23:39:00,Jannat Patwary,4173.42,211782.05,8,3.94
ST00118,Bookhub Center - Lakshmipur,Dhaka,Dhaka,Standard,2018-06-22 02:00:00,Ayesha Patwary,1935.0,202682.59,49,2.95
ST00119,Literary World Branch - Khagrachari,Rangamati,Chattogram,Mall Outlet,2019-08-09 23:52:00,Tamim Talukder,4579.19,96273.12,50,4.37
ST00120,Rokomari Outlet - Dhaka,Dhaka,Dhaka,Flagship,2024-08-24 21:26:00,Jannat Miah,3227.96,241367.04,24,3.94
ST00121,Story House Branch - Bandarban,Cox's Bazar,Chattogram,Flagship,2018-04-12 23:20:00,Nayeem Sheikh,2352.14,43281.45,4,3.48
ST00122,Bookhub Branch - Brahmanbaria,Chandpur,Chattogram,Mall Outlet,2021-03-25 17:57:00,Rahim Bhuiyan,4806.59,131082.95,53,2.82
ST00123,Story House Branch - Gopalganj,Rajbari,Dhaka,Mall Outlet,2021-11-01 20:33:00,Mahin Talukder,3853.98,145330.33,40,3.31
ST00124,Pages Cafe Store - Faridpur,Madaripur,Dhaka,Mini,2018-03-01 07:12:00,Nabil Uddin,3240.7,141080.76,23,4.13
ST00125,Bookhub Outlet - Munshiganj,Chandpur,Chattogram,Standard,2017-05-19 00:18:00,Farhan Bhuiyan,4729.4,193104.33,32,3.05
ST00126,Rokomari Center - Brahmanbaria,Chandpur,Chattogram,Mall Outlet,2018-01-25 08:17:00,Tasnima Nahar,3451.04,158257.7,17,4.24
ST00127,Bookhub Center - Faridpur,Dhaka,Dhaka,Mini,2017-07-04 16:41:00,Arif Uddin,5655.79,33125.42,9,4.6
ST00128,Book Valley Outlet - Madaripur, Cumilla ,,Mini,2021-07-02 23:20:00,Rumana Mollik,4981.11,57265.14,37,3.5
ST00129,Bookhub Store - Tangail,Dhaka,Dhaka,Standard,2025-06-05 13:41:00,Sakib Mollik,2405.85,140076.17,32,2.98
ST00130,Book Valley Branch - Faridpur,Munshiganj,Dhaka,Standard,2020-03-07 16:00:00,Tamim Das,3003.55,178218.69,22,3.11
ST00131,Rokomari Outlet - Munshiganj,Tangail,Dhaka,Online Hub,2019-04-24 13:48:00,Rumana Hossain,5761.07,135831.02,39,3.59
ST00132,Story House Store - Munshiganj,Cox's Bazar,Chattogram,Online Hub,2019-02-10 21:40:00,Tamim Uddin,5413.14,98544.33,38,4.59
ST00133,Readers Point Outlet - Chittagong,Manikganj,Dhaka,Standard,2025-10-30 17:10:00,Nafis Bhuiyan,1470.64,27016.62,2,4.2
ST00134,Book Valley Center - Faridpur,Dhaka,Dhaka,Standard,2025-08-18 01:46:00,Farhan Talukder,1936.1,199682.01,25,4.71
ST00135,Pages Cafe Store - Narayanganj,Munshiganj,Dhaka,Mini,2022-11-02 00:40:00,Hasan Mollik,2440.75,131840.65,52,4.99
ST00136,Bookhub Branch - Dhaka,Dhaka,Dhaka,Standard,2021-03-03 15:58:00,Rumana Islam,5327.15,141615.45,48,3.25
ST00137,Story House Branch - Brahmanbaria,Narayanganj,Dhaka,Standard,2018-06-10 03:27:00,Farhan Rahman,5593.54,125205.16,51,4.33
ST00138,Readers Point Branch - Lakshmipur,Manikganj,Dhaka,Flagship,2025-05-11 01:44:00,Sadia Mollik,4893.11,77356.17,57,3.83
ST00139,Book Valley Store - Noakhali,Chittagong,Chattogram,Flagship,2017-01-05 10:55:00,Arif Sheikh,1943.97,79947.76,5,3.89
ST00140,Novel Nest Center - Tangail,Dhaka,Dhaka,Mini,2018-06-23 21:40:00,Jannat Das,5367.56,29922.69,17,3.52
ST00141,Book Valley Outlet - Kishoreganj,Dhaka,Dhaka,Flagship,2023-02-09 00:17:00,Rumana Hossain,584.13,181285.77,28,3.55
ST00142,Readers Point Outlet - Faridpur,Manikganj,Dhaka,Flagship,2018-08-26 20:52:00,Karim Das,2767.7,78890.13,31,4.29
ST00143,Story House Store - Rajbari,Dhaka,Dhaka,Mall Outlet,2017-12-22 15:04:00,Raisa Roy,2514.72,85161.92,47,4.17
ST00144,Readers Point Store - Rajbari,Dhaka,Dhaka,Mini,2022-05-13 13:07:00,Sakib Talukder,3397.34,248472.53,44,3.5
ST00145,Book Valley Center - Manikganj,Gazipur,Dhaka,Flagship,2017-03-28 05:11:00,Sifat Rahman,3539.59,105665.95,42,3.06
ST00146,Story House Branch - Madaripur,Munshiganj,Dhaka,Standard,2019-06-06 19:28:00,Imran Sarker,1662.27,135013.84,11,4.07
ST00147,Book Valley Center - Noakhali,Dhaka,Dhaka,Mini,2022-10-14 00:33:00,Rafi Jahan,1545.51,105821.18,41,4.43
ST00148,Book Valley Branch - Khagrachari,Narsingdi,Dhaka,Standard,2018-08-31 16:56:00,Jannat Bhuiyan,4899.97,83194.91,48,4.03
ST00149,Readers Point Branch - Bandarban,Feni,Chattogram,Standard,2023-11-01 03:32:00,Rahim Jahan,826.7,16374.92,45,2.81
ST00150,Bookhub Outlet - Shariatpur,Narayanganj,Dhaka,Standard,2017-11-08 03:16:00,Nusrat Miah,3162.4,215898.29,35,3.42
ST00151,Rokomari Store - Tangail,Dhaka,Dhaka,Standard,2022-07-09 04:43:00,Nafis Sarker,1473.22,126191.11,7,4.51
ST00152,Novel Nest Outlet - Brahmanbaria,Dhaka,Dhaka,Mini,2017-09-08 15:00:00,Tamim Miah,2189.58,184174.22,10,4.43
ST00153,Story House Branch - Lakshmipur,Dhaka,Dhaka,Flagship,2023-08-02 15:51:00,Tasnima Karim,1952.85,240284.32,45,3.4398879136571536
ST00154,Bookhub Store - Chandpur,Narsingdi,Dhaka,Standard,2023-10-11 21:52:00,Tasnima Miah,4367.72,15665.36,52,3.83
ST00155,Literary World Branch - Bandarban,Bandarban,Chattogram,Flagship,2024-02-25 18:56:00,Tanjim Bhuiyan,2953.72,173634.31,49,3.76
ST00156,Literary World Store - Khagrachari,Dhaka,Dhaka,Flagship,2019-07-17 04:30:00,Shuvo Talukder,2076.87,42880.57,26,4.24
ST00157,Readers Point Outlet - Narsingdi,Dhaka,Dhaka,Flagship,2019-02-16 11:44:00,Sami Mollik,5055.57,122621.79,36,3.07
ST00158,Readers Point Branch - Dhaka,Faridpur,Dhaka,Online Hub,2025-10-21 02:02:00,Sami Miah,880.45,213993.79,12,4.345240028385023
ST00159,Story House Outlet - Narsingdi,Faridpur,Dhaka,Flagship,2023-07-26 02:21:00,Muntasir Das,4691.62,31801.52,36,4.88
ST00160,Book Valley Center - Narayanganj,Noakhali,Chattogram,Standard,2018-08-25 17:39:00,Mim Patwary,1790.55,247559.17,13,3.62
ST00161,Story House Branch - Shariatpur,Dhaka,Dhaka,Flagship,2017-04-06 21:35:00,Tanjim Hossain,5540.91,151496.42,48,3.54
ST00162,Rokomari Center - Gazipur,Dhaka,Dhaka,Mini,2020-03-10 17:04:00,Tanjim Uddin,431.13,107823.46,47,2.86
ST00163,Novel Nest Center - Madaripur,Gazipur,Dhaka,Standard,2022-12-26 14:52:00,Sakib Miah,3517.31,19584.91,4,2.93
ST00164,Literary World Outlet - Tangail,Dhaka,Dhaka,Mall Outlet,2020-05-16 22:47:00,Muntasir Karim,3884.68,152903.42,56,4.85
ST00165,Bookhub Center - Gazipur,Dhaka,Dhaka,Mini,2024-04-08 06:27:00,Farhan Nahar,3632.88,131299.26,48,4.95
ST00166,Bookhub Center - Tangail,Kishoreganj,Dhaka,Standard,2021-07-02 12:02:00,Farhan Ahmed,4964.09,65599.5,23,2.81
ST00167,Pages Cafe Branch - Rajbari,Faridpur,Dhaka,Mini,2025-12-02 09:23:00,Muntasir Patwary,1028.12,130255.17,28,4.78
ST00168,Novel Nest Center - Faridpur,Dhaka,Dhaka,Flagship,2024-10-31 21:49:00,Farhan Nahar,2727.11,18005.48,6,3.18
ST00169,Novel Nest Outlet - Bandarban,Rajbari,Dhaka,Mall Outlet,2021-03-29 11:41:00,Sami Uddin,5236.93,249877.24,56,4.03
ST00170,Rokomari Outlet - Cox'S Bazar,Munshiganj,Dhaka,Mall Outlet,2024-07-06 01:19:00,Mim Chowdhury,5376.92,93046.89,7,4.29
ST00171,Pages Cafe Branch - Gazipur,Dhaka,Dhaka,Standard,2021-01-12 15:24:00,Muntasir Khan,3190.73,127852.2,55,3.7838369806519774
ST00172,Novel Nest Store - Faridpur,Feni,Chattogram,Mini,2017-02-02 17:11:00,Rafi Bhuiyan,3524.61,199422.87,39,3.96
ST00173,Novel Nest Store - Narayanganj,Dhaka,Dhaka,Standard,2019-10-10 04:21:00,Tasnima Das,4677.89,182502.91,55,4.18
ST00174,Book Valley Outlet - Madaripur,Noakhali,Chattogram,Standard,2020-09-06 19:29:00,Raisa Mollik,4765.82,223811.37,23,3.23
ST00175,Book Valley Branch - Narayanganj,Lakshmipur,Chattogram,Mini,2025-10-14 14:34:00,Tamim Rahman,5373.26,236211.55,53,4.99
ST00176,Pages Cafe Branch - Feni,Madaripur,Dhaka,Mall Outlet,2024-06-13 14:24:00,Rafi Bhuiyan,5125.6,59456.79,26,3.25
ST00177,Book Valley Store - Tangail,Dhaka,Dhaka,Standard,2018-04-27 18:30:00,Rafi Chowdhury,2720.77,106743.96,22,2.82
ST00178,Bookhub Outlet - Narayanganj,Cox's Bazar,Chattogram,Mini,2017-01-01 15:35:00,Mim Bhuiyan,4038.62,176401.99,21,4.88
ST00179,Novel Nest Branch - Chittagong,Gazipur,Dhaka,Mini,2021-10-04 14:18:00,Muntasir Ahmed,3106.12,25580.7,57,3.74
ST00180,Rokomari Store - Chandpur,Dhaka,Dhaka,Standard,2021-10-20 12:57:00,Rumana Miah,1060.58,183482.05,29,3.68
ST00181,Readers Point Outlet - Narayanganj,Narsingdi,Dhaka,Mini,2023-08-14 11:12:00,Raisa Hossain,5001.41,16147.61,29,3.41
ST00182,Bookhub Center - Khagrachari,Munshiganj,Dhaka,Mini,2019-05-03 15:17:00,Tanjim Bhuiyan,3769.88,229810.79,39,2.86
ST00183,Bookhub Center - Bandarban,Feni,Chattogram,Mini,2024-04-22 20:22:00,Nusrat Sarker,724.83,183769.82,34,3.38
